TimeStamp,Latitude,Longitude
1691125554,29.83431,31.14965
1691125564,29.83421,31.1524
1691125574,29.83426,31.1552
1691125584,29.83441,31.15797
1691125594,29.83473,31.16067
1691125604,29.83514,31.16336
1691125614,29.83569,31.16602
1691125624,29.83683,31.16837
1691125634,29.83855,31.17021
1691125644,29.84048,31.17192
1691125654,29.84212,31.17385
1691125664,29.84335,31.1761
1691125674,29.84418,31.17871
1691125684,29.84446,31.18148
1691125694,29.84424,31.1842
1691125705,29.84357,31.1872
1691125715,29.84296,31.18986
1691125725,29.84238,31.19253
1691125735,29.84176,31.19515
1691125745,29.84087,31.19764
1691125755,29.83977,31.19998
1691125765,29.83843,31.20222
1691125775,29.8371,31.20452
1691125785,29.83577,31.20688
1691125795,29.83446,31.20931
1691125805,29.83323,31.21179
1691125815,29.83202,31.21422
1691125825,29.83083,31.21661
1691125835,29.8296,31.21909
1691125845,29.82837,31.22156
1691125855,29.82727,31.22409
1691125865,29.82661,31.22672
1691125876,29.82635,31.22962
1691125886,29.82648,31.23226
1691125896,29.82669,31.23479
1691125906,29.82709,31.23729
1691125916,29.82809,31.2397
1691125926,29.82969,31.24176
1691125936,29.83132,31.24362
1691125946,29.83295,31.24551
1691125956,29.83457,31.24736
1691125966,29.83618,31.24934
1691125976,29.83763,31.25137
1691125986,29.83896,31.25343
1691125996,29.84027,31.25572
1691126006,29.84172,31.25779
1691126016,29.84353,31.2592
1691126026,29.84573,31.26011
1691126036,29.8479,31.26097
1691126047,29.85015,31.26167
1691126057,29.85233,31.26221
1691126067,29.85465,31.26267
1691126077,29.85682,31.26352
1691126087,29.85851,31.26497
1691126097,29.85984,31.267
1691126107,29.86053,31.26958
1691126117,29.86069,31.27218
1691126127,29.86074,31.2746
1691126137,29.8609,31.27683
1691126147,29.86115,31.27895
1691126157,29.86154,31.28098
1691126167,29.86216,31.28294
1691126177,29.86283,31.28484
1691126187,29.8634,31.28658
1691126197,29.86382,31.28821
1691126208,29.86428,31.29009
1691126218,29.86455,31.2918
1691126227,29.8647,31.29302
1691126237,29.86483,31.2937
1691126239,29.86482,31.29374
1691126258,29.86494,31.29414
1691126267,29.86509,31.29476
1691126278,29.86537,31.29601
1691126288,29.86568,31.29729
1691126298,29.86624,31.29874
1691126308,29.86712,31.30015
1691126318,29.86798,31.30157
1691126328,29.86875,31.30317
1691126338,29.8694,31.3049
1691126348,29.87007,31.30661
1691126358,29.8709,31.30828
1691126369,29.87181,31.31016
1691126379,29.87265,31.31181
1691126389,29.87343,31.31334
1691126399,29.87411,31.31486
1691126409,29.87462,31.31632
1691126419,29.87549,31.31763
1691126429,29.87638,31.31895
1691126439,29.87721,31.32041
1691126449,29.87779,31.32213
1691126459,29.87782,31.32397
1691126469,29.87736,31.32568
1691126479,29.87703,31.32715
1691126489,29.87696,31.32863
1691126499,29.87711,31.32995
1691126501,29.87712,31.33001
1691126519,29.87732,31.33067
1691126530,29.87775,31.3317
1691126540,29.87831,31.33267
1691126550,29.87876,31.33341
1691126560,29.87934,31.33445
1691126570,29.87985,31.33587
1691126580,29.88,31.33749
1691126587,29.87996,31.33816
1691126591,29.87995,31.33817
1691126609,29.87988,31.33887
1691126620,29.87971,31.33996
1691126630,29.87948,31.34124
1691126640,29.8792,31.3426
1691126650,29.87894,31.3439
1691126660,29.87865,31.34524
1691126670,29.87845,31.34655
1691126680,29.87819,31.34791
1691126691,29.87792,31.3493
1691126701,29.87766,31.35067
1691126711,29.87741,31.35206
1691126721,29.87719,31.35357
1691126731,29.8771,31.35518
1691126741,29.87713,31.35687
1691126751,29.8772,31.35862
1691126761,29.87729,31.36044
1691126771,29.8774,31.3623
1691126781,29.87768,31.36416
1691126791,29.8781,31.36607
1691126801,29.87873,31.36805
1691126811,29.87954,31.37
1691126821,29.88055,31.37187
1691126831,29.88169,31.37363
1691126841,29.88289,31.37514
1691126852,29.88428,31.3766
1691126862,29.88567,31.37775
1691126872,29.88724,31.37884
1691126882,29.88894,31.37981
1691126892,29.89058,31.3805
1691126902,29.89213,31.38097
1691126912,29.89365,31.38127
1691126922,29.89518,31.38147
1691126932,29.89684,31.38153
1691126942,29.89861,31.38152
1691126952,29.90015,31.38151
1691126962,29.90166,31.38173
1691126972,29.9031,31.38203
1691126982,29.90451,31.38248
1691126992,29.90598,31.38307
1691127002,29.9075,31.38383
1691127013,29.90921,31.385
1691127023,29.91079,31.38629
1691127033,29.91222,31.38776
1691127043,29.91351,31.38932
1691127053,29.91462,31.39097
1691127063,29.91562,31.39279
1691127073,29.91647,31.39482
1691127083,29.91721,31.39706
1691127093,29.91773,31.39957
1691127103,29.91805,31.40232
1691127113,29.91813,31.40513
1691127123,29.91821,31.40795
1691127133,29.9182,31.4109
1691127143,29.91827,31.41375
1691127154,29.91832,31.41682
1691127164,29.91837,31.41937
1691127174,29.91844,31.42175
1691127184,29.91849,31.42429
1691127194,29.91853,31.42687
1691127204,29.91854,31.4296
1691127214,29.91839,31.43227
1691127224,29.91804,31.43489
1691127234,29.91749,31.43752
1691127244,29.91678,31.44011
1691127254,29.916,31.44269
1691127264,29.91522,31.44534
1691127274,29.91444,31.44801
1691127284,29.9137,31.45053
1691127294,29.913,31.45304
1691127305,29.91231,31.4558
1691127315,29.91174,31.45851
1691127325,29.91122,31.46123
1691127335,29.91071,31.46387
1691127345,29.9102,31.46652
1691127355,29.90969,31.4692
1691127365,29.90919,31.47189
1691127375,29.90868,31.47454
1691127385,29.90817,31.47734
1691127395,29.90763,31.48025
1691127405,29.90698,31.48311
1691127415,29.90637,31.48579
1691127425,29.90584,31.48825
1691127435,29.90528,31.49069
1691127445,29.90474,31.49303
1691127455,29.90427,31.49541
1691127466,29.90423,31.49804
1691127476,29.9047,31.50049
1691127486,29.90576,31.50285
1691127496,29.90743,31.50494
1691127506,29.90952,31.50653
1691127516,29.91168,31.50798
1691127526,29.91368,31.50965
1691127536,29.91558,31.51157
1691127546,29.91722,31.51381
1691127556,29.91843,31.51626
1691127566,29.91933,31.51869
1691127576,29.92062,31.52089
1691127586,29.92224,31.52271
1691127597,29.92421,31.52416
1691127607,29.926,31.52505
1691127617,29.92782,31.52587
1691127627,29.92909,31.52677
1691127637,29.92942,31.52826
1691127647,29.93027,31.52979
1691127657,29.93046,31.53175
1691127667,29.92994,31.53383
1691127677,29.92942,31.53605
1691127687,29.92899,31.53821
1691127697,29.92855,31.5404
1691127707,29.92805,31.54258
1691127717,29.92748,31.54473
1691127727,29.92691,31.54689
1691127737,29.92631,31.5492
1691127748,29.92562,31.55183
1691127758,29.92499,31.55428
1691127768,29.92436,31.55673
1691127778,29.92373,31.5592
1691127788,29.92309,31.56168
1691127798,29.92264,31.56415
1691127808,29.92263,31.56673
1691127818,29.92294,31.56919
1691127828,29.92325,31.57137
1691127838,29.92349,31.57314
1691127848,29.92367,31.57461
1691127858,29.92381,31.57581
1691127867,29.92389,31.57658
1691127877,29.92396,31.57713
1691127883,29.92397,31.57736
1691127890,29.92399,31.57739
1691127900,29.924,31.57745
1691127910,29.92401,31.57753
1691127920,29.924,31.57763
1691127930,29.92399,31.57766
1691127940,29.924,31.57772
1691127959,29.92407,31.57832
1691127969,29.92423,31.57928
1691127979,29.9244,31.58066
1691127989,29.92458,31.58214
1691127999,29.92479,31.58384
1691128009,29.92503,31.58566
1691128019,29.92529,31.58761
1691128029,29.92553,31.58964
1691128040,29.9258,31.59198
1691128050,29.92611,31.59419
1691128060,29.92638,31.59642
1691128070,29.92646,31.59871
1691128080,29.92618,31.601
1691128090,29.92574,31.60335
1691128100,29.92526,31.60567
1691128110,29.92484,31.60802
1691128120,29.92437,31.61039
1691128130,29.92365,31.61273
1691128140,29.9227,31.61502
1691128150,29.9217,31.61734
1691128160,29.92064,31.61967
1691128170,29.91957,31.62216
1691128180,29.91849,31.62467
1691128190,29.91738,31.62717
1691128201,29.91609,31.63007
1691128211,29.91494,31.63264
1691128221,29.9138,31.63523
1691128231,29.91269,31.6378
1691128241,29.91151,31.64034
1691128251,29.91035,31.64285
1691128261,29.90924,31.64543
1691128271,29.90819,31.64801
1691128281,29.90721,31.65075
1691128291,29.90672,31.65361
1691128301,29.90664,31.65646
1691128311,29.9066,31.65933
1691128321,29.90655,31.66221
1691128331,29.90653,31.66507
1691128342,29.90652,31.66825
1691128352,29.90648,31.67115
1691128362,29.90646,31.67404
1691128372,29.90647,31.6769
1691128382,29.9064,31.67971
1691128392,29.90635,31.68254
1691128402,29.90623,31.68537
1691128412,29.90612,31.68817
1691128422,29.906,31.69076
1691128432,29.9059,31.69308
1691128442,29.90577,31.69498
1691128452,29.90553,31.69642
1691128462,29.90426,31.69691
1691128472,29.90344,31.69562
1691128483,29.90449,31.69432
1691128493,29.90614,31.69437
1691128503,29.90801,31.69457
1691128513,29.91013,31.69484
1691128523,29.91243,31.69516
1691128533,29.91436,31.69546
1691128543,29.91575,31.69578
1691128553,29.9172,31.69595
1691128563,29.91874,31.69609
1691128573,29.92028,31.69611
1691128583,29.92192,31.69603
1691128593,29.92389,31.69571
1691128603,29.92609,31.69521
1691128613,29.92861,31.69458
1691128623,29.93108,31.69362
1691128634,29.93363,31.69238
1691128644,29.93584,31.69104
1691128654,29.93805,31.68952
1691128664,29.94027,31.68806
1691128674,29.94254,31.68663
1691128684,29.94484,31.68543
1691128694,29.94723,31.68447
1691128704,29.94981,31.68373
1691128714,29.95237,31.68332
1691128724,29.95503,31.68306
1691128734,29.95776,31.68313
1691128744,29.96041,31.68354
1691128754,29.96296,31.68418
1691128765,29.96571,31.68521
1691128775,29.96815,31.68645
1691128785,29.97043,31.68776
1691128795,29.97268,31.68907
1691128805,29.9749,31.6903
1691128815,29.97707,31.69157
1691128825,29.97929,31.69288
1691128835,29.98166,31.69426
1691128845,29.98405,31.69564
1691128855,29.98643,31.69704
1691128865,29.98881,31.69845
1691128875,29.99125,31.69985
1691128885,29.99368,31.70125
1691128895,29.99607,31.70265
1691128905,29.99841,31.70402
1691128916,30.00085,31.70539
1691128926,30.00287,31.70661
1691128936,30.00467,31.7077
1691128946,30.00585,31.70877
1691128956,30.00632,31.71059
1691128966,30.00602,31.71259
1691128976,30.00666,31.7146
1691128986,30.00657,31.71677
1691128996,30.00528,31.71843
1691129006,30.00368,31.71982
1691129016,30.00213,31.72116
1691129026,30.00058,31.72249
1691129036,29.99911,31.72374
1691129046,29.99759,31.72504
1691129057,29.99612,31.72619
1691129067,29.99519,31.7262
1691129077,29.99439,31.72684
1691129087,29.99451,31.72798
1691129097,29.99549,31.72833
1691129107,29.99647,31.72783
1691129117,29.99788,31.72796
1691129127,29.99951,31.72827
1691129137,30.00122,31.72861
1691129147,30.00298,31.72896
1691129157,30.00472,31.72935
1691129167,30.00646,31.72971
1691129177,30.00778,31.72995
1691129187,30.00911,31.73018
1691129197,30.01077,31.73049
1691129208,30.01259,31.73092
1691129218,30.01345,31.73147
1691129228,30.0144,31.73127
1691129238,30.01567,31.73147
1691129248,30.01726,31.73179
1691129258,30.01836,31.73201
1691129267,30.01871,31.73157
1691129277,30.01928,31.73114
1691129288,30.01937,31.73018
1691129298,30.01937,31.72892
1691129308,30.01921,31.72714
1691129318,30.019,31.72511
1691129328,30.01863,31.72284
1691129338,30.01845,31.72026
1691129349,30.01863,31.71828
1691129359,30.01859,31.71699
1691129369,30.01848,31.71514
1691129379,30.01842,31.71343
1691129389,30.01828,31.71151
1691129399,30.01825,31.7097
1691129409,30.01834,31.70823
1691129417,30.01841,31.70767
1691129428,30.01846,31.7071
1691129437,30.01854,31.70653
1691129447,30.019,31.70657
1691129450,30.01913,31.70659
1691129461,30.0192,31.70662
1691129478,30.01954,31.70663
1691129490,30.01992,31.70621
1691129500,30.02003,31.70575
1691129508,30.02031,31.70538
1691129520,30.02073,31.70546
1691129528,30.02099,31.7054
